member,expression,augmentation,blue_mean,blue_std,green_mean,green_std,red_mean,red_std,intensity_mean,intensity_std,intensity_median,edge_density,lbp_mean,lbp_std
Member_3,smile,Contrast,94.40885381710471,56.13558346097528,123.39460637086454,59.918600807389566,145.3769051126652,61.16177048950812,126.66162877974352,59.64083987170663,126.0,0.10708229303694954,5.239290680062999,2.644354155305908
Member_3,surprised,original,95.32469957247174,55.21085215936314,121.98649068878807,56.96607619238226,144.7387389314702,56.37742800608065,125.76900526412342,56.381204524081674,115.0,0.009355955864586969,5.237041738256956,2.6958178974048965
Member_3,surprised,Rotated,87.6564172304402,59.37463021659423,111.77827676581921,65.93916204837576,132.27653510832505,69.91799780058574,115.17341880542655,66.13690966761791,106.0,0.007862067885491333,5.528650797113122,2.550832281917009
Member_3,surprised,Flipped,95.32469957247174,55.210852159363164,121.98649068878807,56.96607619238217,144.7387389314702,56.377428006080606,125.76900526412342,56.381204524081674,115.0,0.0093496637493624,5.240820223361701,2.6946933805354853
Member_3,surprised,Grayscale,125.76900526412342,56.381204524081674,125.76900526412342,56.381204524081674,125.76900526412342,56.381204524081674,125.76900526412342,56.381204524081674,115.0,0.009355955864586969,5.237041738256956,2.6958178974048965
Member_3,surprised,Brightness,154.58957399303785,53.551966437114686,179.24489779367678,52.49416995872128,198.3252184622406,47.62193497058023,182.15592854282443,50.82713650623654,175.0,0.008907817435814832,5.547199673145588,2.691824673299209
Member_3,surprised,Blurred,95.32452115604893,54.8691521773023,121.98674572919184,56.59941705255885,144.73928312952472,55.98911978481653,125.76010863267022,56.01187867279228,115.0,0.0015067518591103117,6.407595953358927,1.8463117269256457
Member_3,surprised,Noisy,95.66991857163951,59.43033342515766,121.89890066959292,61.52569666136792,144.3101695403456,60.58419603758019,125.61039544126464,58.10997489946295,118.0,0.33679972952294024,5.3084215907362164,3.5176154269874242
Member_3,surprised,Zoomed,96.0558600007159,52.56701161883729,122.7853461670112,57.505232720661894,145.96041616329745,57.411098037986875,126.67891070341933,56.68899091369893,110.0,0.006076645234323964,5.1205483983910085,2.2306215229928563
Member_3,surprised,Contrast,98.40990557912069,54.218070031835595,125.38928240243585,57.02858328298392,148.56099604463654,58.22271991744715,129.24332630294325,56.83265897159149,128.0,0.14098071424736233,5.235321613779341,2.710236543135132
Member_4,neutral,original,168.0276469823101,46.5644763562211,171.59220944979188,42.660872356243786,192.18453596514047,42.1160786969779,177.30959368496357,42.1090190446096,184.0,0.06134316467221644,6.149617098074922,2.208500414920616
Member_4,neutral,Rotated,147.52145470213318,66.84416528644007,151.19339229968782,65.57787859242421,170.58814304760665,70.93274406961434,156.54656688995837,66.77903456988304,180.0,0.0519559703433923,6.221534371748179,2.185675018428405
Member_4,neutral,Flipped,168.0276469823101,46.56447635622109,171.59220944979188,42.66087235624378,192.18453596514047,42.116078696977894,177.30959368496357,42.109019044609596,184.0,0.06123666753381894,6.150287786160249,2.2077021461316932
Member_4,neutral,Grayscale,177.30959368496357,42.1090190446096,177.30959368496357,42.1090190446096,177.30959368496357,42.1090190446096,177.30959368496357,42.1090190446096,184.0,0.06134316467221644,6.149617098074922,2.208500414920616
Member_4,neutral,Brightness,221.27363342221645,38.4353525056469,225.48732765348595,35.77565089983767,239.33822840790842,32.96280736097768,229.14161680541102,34.44206647385546,243.0,0.05697922086368366,6.432596253902185,2.107931585597438
Member_4,neutral,Blurred,168.02767137096774,43.65694595278948,171.59245740114463,39.668989368244056,192.1837311394381,38.43049546834236,177.30508666103017,38.88528231788598,183.0,0.012872333506763787,6.13862838189386,1.9235262625073646
Member_4,neutral,Noisy,167.49324921956295,51.503978811925016,171.17472522112382,48.45850722674987,191.34004373699273,47.381313630434946,176.78519527185225,44.41242844698518,183.0,0.3306549167533819,5.224304110301769,3.450001720674557
Member_4,neutral,Zoomed,151.90223237513007,40.74697801126901,158.80073897632676,38.246120452280195,186.17250585327784,41.302510693157245,166.18628381893862,38.427766116684616,177.0,0.037842254162330904,5.934889600676379,2.0821743261315753
Member_4,neutral,Contrast,155.80834335978147,61.95338833746438,159.08768860561915,58.46888528885018,178.91822564386055,58.338101222162514,164.58090611992716,58.25388303433523,179.0,0.08352139698231009,5.947683077523413,2.261142990225263
Member_4,smile,original,160.41702084417273,43.458151455569805,164.76658428720083,40.00333592115712,185.62576905567119,41.4436818026463,170.49915696540063,39.96754643563723,180.0,0.07138560093652445,5.928587571540063,2.2853375151704913
Member_4,smile,Rotated,140.7849977237253,63.16138900746327,145.1637397567638,62.393358289904704,164.84655794745058,68.98966161828976,150.5405493951613,63.91990748763911,176.0,0.060089587669094696,6.0284444914151925,2.261237645866757
Member_4,smile,Flipped,160.41702084417273,43.45815145556981,164.76658428720083,40.003335921157124,185.62576905567119,41.443681802646296,170.49915696540063,39.967546435637225,180.0,0.07149453694068679,5.927464880332987,2.285870724155048
Member_4,smile,Grayscale,170.49915696540063,39.96754643563723,170.49915696540063,39.96754643563723,170.49915696540063,39.96754643563723,170.49915696540063,39.96754643563723,180.0,0.07138560093652445,5.928587571540063,2.2853375151704913
